Title,Price,Old Price,Link,Category,Store
AFOX RX550 4GB GDDR5 128BIT,"8,999 Ден.","10,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-rx550-4gb-gddr5-128bit17354,GPU,Setec
ASUS DUAL-GTX1630-O4G,"9,995 Ден.","11,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-gtx1630-o4g17394,GPU,Setec
ASUS PH-RX6400-4G,"9,995 Ден.","11,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-rx6400-4g17380,GPU,Setec
ASUS DUAL-RX6400-4G,"10,499 Ден.","12,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx6400-4g17370,GPU,Setec
AFOX AFOX RX5500XT 8GB,"10,999 Ден.","11,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17697,GPU,Setec
ASUS DUAL-GTX1650-O4GD6-P-EVO,"10,999 Ден.","12,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-gtx1650-o4gd6-p-evo17473,GPU,Setec
ASUS PH-GTX1650-O4GD6-P-V2,"11,299 Ден.","12,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-gtx1650-o4gd6-p-v217396,GPU,Setec
ASUS PH-GTX1050TI-4G,"11,799 Ден.","12,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-gtx1050ti-4g16939,GPU,Setec
ASUS DUAL-RX6500XT-O4G,"11,999 Ден.","13,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx6500xt-o4g17386,GPU,Setec
ASUS DUAL-RTX3050-O6G,"12,499 Ден.","14,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx3050-o6g-17511,GPU,Setec
ASUS PH-GTX1650-O4GD6-P,"12,499 Ден.","14,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-gtx1650-o4gd6-p17253,GPU,Setec
ASUS RTX3050-O6G-LP-BRK,"12,899 Ден.","14,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-rtx3050-o6g-lp-brk17510,GPU,Setec
AFOX NVIDIA Geforce GTX1660Super,"12,999 Ден.","14,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-nvidia-geforce-gtx1660super17427,GPU,Setec
ASUS TUF-GTX1650-O4GD6-P-V2-GAMING,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-gtx1650-o4gd6-p-v2-gaming17426,GPU,Setec
AFOX NVIDIA Geforce GTX1660TI,"13,199 Ден.","13,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-nvidia-geforce-gtx1660ti17411,GPU,Setec
Gigabyte GTX1050 TI LP 4GB GDDR5 HDMI DVI DP,"13,999 Ден.","14,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/gigabyte-gtx1050-ti-lp-4gb-gddr5-hdmi-dvi-dp17331,GPU,Setec
PowerColor RX6600 Powercolor Fighter 8GB 128bit,"14,995 Ден.","20,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/powercolor-rx6600-powercolor-fighter-8gb-128bit17304,GPU,Setec
Sapphire RX6500 XT 4GB GDDR6,"14,995 Ден.","16,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/sapphire-rx6500-xt-4gb-gddr617365,GPU,Setec
AFOX AMD RX6600 8GB,"14,999 Ден.","15,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17698,GPU,Setec
ASUS PH-RTX3050-8G,"14,999 Ден.","18,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-rtx3050-8g17364,GPU,Setec
ASUS DUAL-RTX3050-O8G-V2,"15,299 Ден.","16,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx3050-o8g-v217425,GPU,Setec
Palit GTX1660Ti 6GB StormX  GDDR6,"15,999 Ден.","18,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/palit-gtx1660ti-6gb-stormx-gddr617311,GPU,Setec
ASUS DUAL-RTX2060-O6G-EVO,"16,995 Ден.","19,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx2060-o6g-evo17096,GPU,Setec
AFOX AMD RX6650XT 8GB,"16,999 Ден.","17,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17699,GPU,Setec
ASUS DUAL-GTX1660S-6G-EVO,"16,999 Ден.","19,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-gtx1660s-6g-evo17379,GPU,Setec
ASUS TUF-GTX1660TI-6G-EVO-Gaming,"16,999 Ден.","19,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-gtx1660ti-6g-evo-gaming17258,GPU,Setec
ASUS TUF-GTX1660TI-O6G-EVO-GAMING,"16,999 Ден.","19,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-gtx1660ti-o6g-evo-gaming17252,GPU,Setec
ASUS DUAL-RX7600-O8G-EVO,"17,599 Ден.","21,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17724,GPU,Setec
ASUS DUAL-RX7600-O8G-V2,"17,799 Ден.","21,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx7600-o8g-v217421,GPU,Setec
ASUS PH-RTX3060-12G-V2,"17,899 Ден.","21,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-ph-rtx3060-12g-v217228,GPU,Setec
ASUS DUAL-RX6600-8G-V2,"17,999 Ден.","19,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx6600-8g-v217430,GPU,Setec
ASUS DUAL-RTX3060-O12G-V2,"18,599 Ден.","22,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx3060-o12g-v217244,GPU,Setec
ASUS DUAL-RTX4060-O8G-V2,"20,999 Ден.","22,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17624,GPU,Setec
ASUS DUAL-RTX4060-O8G-EVO,"21,999 Ден.","23,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17646,GPU,Setec
ASUS DUAL-RTX4060-O8G-EVO-White,"22,199 Ден.","24,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17681,GPU,Setec
ASUS DUAL-RTX4060-O8G White,"22,499 Ден.","23,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060-o8g-white17472,GPU,Setec
ASUS DUAL-RTX4060-O8G,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060-o8g17418,GPU,Setec
ASUS DUAL-GTX1660S-O6G-EVO,"23,999 Ден.","25,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-gtx1660s-o6g-evo17087,GPU,Setec
ASUS DUAL-RX7600XT-O16G,"24,499 Ден.","26,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx7600xt-o16g17505,GPU,Setec
ASUS PROART-RTX4060-O8G,"26,499 Ден.","27,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-proart-rtx4060-o8g17429,GPU,Setec
AFOX RX580 8GB GDDR5 256BIT,"26,999 Ден.","29,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-rx580-8gb-gddr5-256bit17319,GPU,Setec
ASUS DUAL-RX6750XT-O12G,"27,995 Ден.","33,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rx6750xt-o12g17375,GPU,Setec
ASUS DUAL-RTX4060TI-O8G-EVO,"27,999 Ден.","29,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17623,GPU,Setec
ASUS DUAL-RTX4060TI-O8G,"28,499 Ден.","31,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060ti-o8g17415,GPU,Setec
ASUS DUAL-RTX4060TI-O8G-WHITE,"28,999 Ден.","31,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060ti-o8g-white17435,GPU,Setec
ASUS DUAL-RX7700XT-O12G,"29,999 Ден.","31,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17689,GPU,Setec
ASUS DUAL-RTX4060TI-O16G,"30,999 Ден.","34,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060ti-o16g17424,GPU,Setec
ASUS DUAL-RTX4060TI-O16G-EVO,"30,999 Ден.","33,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17680,GPU,Setec
ASUS DUAL-RTX4060TI-O8G-SSD,"30,999 Ден.","33,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17690,GPU,Setec
ASUS DUAL-RTX4060TI-A16G,"31,999 Ден.","35,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4060ti-a16g17438,GPU,Setec
ASUS TUF-RTX4060TI-O8G-GAMING,"31,999 Ден.","35,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-rtx4060ti-o8g-gaming17417,GPU,Setec
ASUS PROART-RTX4060TI-O16G,"32,999 Ден.","37,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-proart-rtx4060ti-o16g17432,GPU,Setec
ASUS TUF-RX7700XT-O12G-GAMING,"33,999 Ден.","35,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-rx7700xt-o12g-gaming17433,GPU,Setec
ASUS DUAL-RX7800XT-O16G,"35,999 Ден.","39,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17678,GPU,Setec
Manli RTX3070 Twin 8GB,"38,995 Ден.","45,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/manli-rtx3070-twin-8gb17338,GPU,Setec
ASUS DUAL-RTX4070-O12G-EVO,"38,999 Ден.","46,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17622,GPU,Setec
ASUS DUAL-RTX4070-O12G,"39,499 Ден.","47,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4070-o12g17407,GPU,Setec
ASUS DUAL-RX7900GRE-O16G,"39,999 Ден.","43,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17585,GPU,Setec
ASUS TUF-RTX4070-12G-GAMING,"39,999 Ден.","48,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17659,GPU,Setec
ASUS TUF-RX7800XT-O16G-GAMING,"39,999 Ден.","45,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-rx7800xt-o16g-gaming17436,GPU,Setec
ASUS DUAL-RTX4070-O12G White,"40,999 Ден.","47,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4070-o12g-white17422,GPU,Setec
ASUS DUAL-RTX4070S-O12G EVO,"41,999 Ден.","48,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4070s-o12g-evo17508,GPU,Setec
ASUS TUF-RTX4070-O12G-GAMING,"41,999 Ден.","49,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-tuf-rtx4070-o12g-gaming17406,GPU,Setec
ASUS TUF-RX7800XT-O16G-OG-GAMING,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17660,GPU,Setec
ASUS  PROART-RTX4070-O12G,"42,999 Ден.","47,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-proart-rtx4070-o12g17431,GPU,Setec
ASUS DUAL-RTX4070S-12G,"42,999 Ден.","46,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-dual-rtx4070s-12g17503,GPU,Setec
ASUS DUAL-RTX4070S-12G EVO,"43,499 Ден.","47,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17683,GPU,Setec
Power Box 200w ATX 8cm FAN,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/power-box-200w-atx-8cm-fan22451,Power Supply,Setec
Power Box Power supply ATX 700W,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/power-box-power-supply-atx-700w22610,Power Supply,Setec
Power Box Power supply ATX 550W,899 Ден.,999 Ден.,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/power-box-power-supply-atx-550w22791,Power Supply,Setec
Power Box Power supply ATX 800W,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/power-box-power-supply-atx-800w22913,Power Supply,Setec
GameMax GE-500 350W(APFC),"1,999 Ден.","2,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23996,Power Supply,Setec
GameMax GE-600 450W(APFC),"2,099 Ден.","2,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23997,Power Supply,Setec
GameMax GE-700 550W(APFC),"2,299 Ден.","2,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23998,Power Supply,Setec
CoolerMaster B Seies,"2,829 Ден.","2,990 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/coolermaster-b-seies22562,Power Supply,Setec
Argus ATX PSU InterTech APS-720W,"2,999 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/argus-atx-psu-intertech-aps-720w22966,Power Supply,Setec
CoolerMaster MWE 400 WHITE 230V-V2,"3,199 Ден.","3,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/coolermaster-mwe-400-white-230v-v222822,Power Supply,Setec
Cooler Master MWE Bronze 450W V2,"3,299 Ден.","3,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-450w-v222741,Power Supply,Setec
Cooler Master Elite NEX W500 230V A / EU Cable,"3,499 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23071,Power Supply,Setec
Cooler Master MWE 450W BRONZE - V2 230V,"3,499 Ден.","3,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-450w-bronze-v2-230v22814,Power Supply,Setec
Cooler Master Elite NEX N700 230V A / EU Cable,"3,599 Ден.","3,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-elite-nex-n700-230v-a-eu-cable22974,Power Supply,Setec
Cooler Master MWE Bronze 500 V2,"3,599 Ден.","4,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-500-v222813,Power Supply,Setec
Cooler Master Elite NEX W600 230V A / EU Cable,"3,699 Ден.","4,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-elite-nex-w600-230v-a-eu-cable22947,Power Supply,Setec
Cooler Master MWE 600 WHITE 230V - V2,"3,899 Ден.","4,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-600-white-230v-v222827,Power Supply,Setec
Cooler Master MWE 550W BRONZE - V2 230V,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-550w-bronze-v2-230v22815,Power Supply,Setec
Cooler Master MWE Bronze 550W V2,"3,999 Ден.","4,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-550w-v222742,Power Supply,Setec
GameMax VP-800 Power Supply,"3,999 Ден.","4,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23872,Power Supply,Setec
Cooler Master Elite NEX W700 230V A / EU Cable,"4,099 Ден.","4,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-elite-nex-w700-230v-a-eu-cable22948,Power Supply,Setec
Cooler Master MWE 700 WHITE 230V - V2,"4,599 Ден.","4,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-700-white-230v-v222828,Power Supply,Setec
Cooler Master MWE Bronze 650W V2,"4,599 Ден.","4,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-650w-v222743,Power Supply,Setec
CoolerMaster G500 GOLD 500W Entry Level 80 Plus Gold ATX Power Supply,"4,599 Ден.","4,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23081,Power Supply,Setec
Cooler Master G700 GOLD Bulk with EU Cable,"4,899 Ден.","5,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-g700-gold-bulk-with-eu-cable22892,Power Supply,Setec
Cooler Master MWE 750 WHITE 230V - V2,"5,199 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-750-white-230v-v222863,Power Supply,Setec
CoolerMaster G600 GOLD 600W Entry Level 80 Plus Gold ATX Power Supply,"5,399 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23082,Power Supply,Setec
GameMax VP-800-RGB-M Black Power Supply,"5,399 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23873,Power Supply,Setec
GameMax VP-800-RGB-M White Power Supply,"5,399 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23874,Power Supply,Setec
Cooler Master MWE Bronze 600 V2,"5,499 Ден.","5,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-600-v222960,Power Supply,Setec
GameMax GM-800 MODULAR Black,"5,599 Ден.","6,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23875,Power Supply,Setec
ASUS 750W Bronze PSU TUF-GAMING-750B,"5,699 Ден.","6,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-750w-bronze-psu-tuf-gaming-750b22888,Power Supply,Setec
GameMax GM-800 MODULAR White,"5,699 Ден.","6,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23876,Power Supply,Setec
Cooler Master MWE Bronze 750W V2,"5,899 Ден.","5,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-bronze-750w-v222744,Power Supply,Setec
Cooler Master MWE Gold 550W,"5,999 Ден.","6,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-gold-550w22727,Power Supply,Setec
Cooler Master MWE GOLD 550W V2 FULL MODULAR,"5,999 Ден.","6,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-mwe-gold-550w-v2-full-modular22816,Power Supply,Setec
GameMax GM-1050 MODULAR Black,"6,299 Ден.","6,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23877,Power Supply,Setec
GameMax GM-1050 MODULAR White,"6,399 Ден.","7,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23878,Power Supply,Setec
GameMax GX-750 MODULAR,"6,399 Ден.","7,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23879,Power Supply,Setec
Cooler Master GX III Gold 650W ATX3.0 Full Modular Power Supply,"6,499 Ден.","7,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-gx-iii-gold-650w-atx30-full-modular-power-supply22999,Power Supply,Setec
Cooler Master MasterWatt 750W,"6,599 Ден.","6,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-masterwatt-750w22667,Power Supply,Setec
CoolerMaster G800 GOLD 800W Entry Level 80 Plus Gold ATX Power Supply,"6,999 Ден.","7,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23083,Power Supply,Setec
GameMax GX-850 MODULAR,"6,999 Ден.","7,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23880,Power Supply,Setec
Cooler Master V550 V2,"7,299 Ден.","7,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-v550-v223725,Power Supply,Setec
GameMax RGB-850 PRO Black,"7,299 Ден.","7,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23885,Power Supply,Setec
GameMax RGB-850 PRO White,"7,299 Ден.","7,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23886,Power Supply,Setec
ASUS 750W Gold PSU Prime AP-750G,"7,499 Ден.","8,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-750w-gold-psu-prime-ap-750g22991,Power Supply,Setec
ASUS 750W Gold PSU ROG-STRIX-750G,"7,599 Ден.","8,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=22849,Power Supply,Setec
Cooler Master GX III Gold 750W ATX3.0 Full Modular Power Supply,"7,599 Ден.","9,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-gx-iii-gold-750w-atx30-full-modular-power-supply23054,Power Supply,Setec
ASUS 650W Gold PSU ROG-STRIX-650G,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-650w-gold-psu-rog-strix-650g22897,Power Supply,Setec
Cooler Master V650 V2,"7,799 Ден.","7,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-v650-v223726,Power Supply,Setec
Cooler Master V750 GOLD-V2,"7,999 Ден.","8,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-v750-gold-v222856,Power Supply,Setec
GameMax GX-850 PRO Black Power Supply,"7,999 Ден.","8,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23881,Power Supply,Setec
GameMax GX-850 PRO White Power Supply,"7,999 Ден.","8,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23882,Power Supply,Setec
ASUS 850W Gold PSU Prime AP-850G,"8,299 Ден.","9,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-850w-gold-psu-prime-ap-850g22990,Power Supply,Setec
ASUS 750W Gold PSU TUF-GAMING-750G,"8,499 Ден.","9,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-750w-gold-psu-tuf-gaming-750g22952,Power Supply,Setec
ASUS 850W Gold PSU ROG-STRIX-850G,"8,499 Ден.","9,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-850w-gold-psu-rog-strix-850g,Power Supply,Setec
Cooler Master GX III Gold 850W ATX3.0 Full Modular Power Supply,"8,499 Ден.","9,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-gx-iii-gold-850w-atx30-full-modular-power-supply23055,Power Supply,Setec
Cooler Master MWE Gold V2 FM 850W ATX3.0 A / EU Cable,"8,499 Ден.","9,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања?product_id=23096,Power Supply,Setec
Cooler Master V750 V2,"8,999 Ден.","9,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/cooler-master-v750-v223806,Power Supply,Setec
ASUS 850W Gold PSU TUF-GAMING-850G,"9,199 Ден.","10,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/напојувања/asus-850w-gold-psu-tuf-gaming-850g22953,Power Supply,Setec
