Title,Price,Old Price,Link,Category,Store
ADATA 512GB SSD,"1,895 Ден.","2,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-512gb-ssd49250,Hard Drive,Setec
ADATA 480GB SSD,"1,899 Ден.","2,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-480gb-ssd48356,Hard Drive,Setec
ADATA 256GB SSD,"1,949 Ден.","2,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-256gb-ssd52235,Hard Drive,Setec
Kingston 250GB M.2 PCIe NVMe SSD,"1,995 Ден.","2,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-250gb-m2-pcie-nvme-ssd48148,Hard Drive,Setec
ADATA 256GB SSD,"1,999 Ден.","3,049 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-256gb-ssd48350,Hard Drive,Setec
"VERBATIM Vi550 S3 2.5"" SSD 512GB","2,079 Ден.","2,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59604,Hard Drive,Setec
ADATA 512GB SSD,"2,099 Ден.","2,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-512gb-ssd56585,Hard Drive,Setec
ADATA 512GB SSD,"2,099 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-512gb-ssd48349,Hard Drive,Setec
Kingston 480GB A400 SSD SATA3,"2,199 Ден.","2,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-480gb-a400-ssd-sata345292,Hard Drive,Setec
Kingston 500GB NV2 NVMe PCIe SSD,"2,199 Ден.","2,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-500gb-nv2-nvme-pcie-ssd53926,Hard Drive,Setec
ADATA LEGEND 710 512GB PCIe Gen3 x4 M.2 2280 Solid State Drive,"2,299 Ден.","2,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-legend-710-512gb-pcie-gen3-x4-m2-2280-solid-state-drive55841,Hard Drive,Setec
ADATA LEGEND 800 500GB PCIe Gen4 x4 M.2 2280 Solid State Drive,"2,499 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-legend-800-500gb-pcie-gen4-x4-m2-2280-solid-state-drive55842,Hard Drive,Setec
SAMSUNG 250GB SSD 980 M.2 Gen3.0x4 NVMe,"2,499 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-250gb-ssd-980-m2-gen30x4-nvme51450,Hard Drive,Setec
SAMSUNG SSD 870 EVO SATA3 250GB,"2,499 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=51451,Hard Drive,Setec
Kingston 500GB NV3 NVMe PCIe SSD,"2,579 Ден.","3,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59480,Hard Drive,Setec
SAMSUNG 250GB SSD 970 EVO Plus M.2 PCI-E NVMe,"2,599 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-250gb-ssd-970-evo-plus-m2-pci-e-nvme47863,Hard Drive,Setec
SAMSUNG 500GB SSD 980 M.2 Gen3.0x4 NVMe,"2,699 Ден.","3,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-500gb-ssd-980-m2-gen30x4-nvme51449,Hard Drive,Setec
SAMSUNG 500GB SSD 970 EVO Plus M.2 PCI-E NVMe,"2,799 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-500gb-ssd-970-evo-plus-m2-pci-e-nvme47864,Hard Drive,Setec
ADATA LEGEND 850 512GB PCIe Gen4 x4 NVMe 1.4 M.2 Internal Gaming SSD,"2,899 Ден.","3,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-legend-850-512gb-pcie-gen4-x4-nvme-14-m2-internal-gaming-ssd56587,Hard Drive,Setec
ADATA 512GB SSD,"2,999 Ден.","3,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-512gb-ssd52236,Hard Drive,Setec
HDD 1TB Seagate,"2,999 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=61252,Hard Drive,Setec
SAMSUNG SSD 870 EVO SATA3 500GB,"3,199 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-ssd-870-evo-sata3-500gb50444,Hard Drive,Setec
ADATA 960GB SSD,"3,299 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-960gb-ssd48357,Hard Drive,Setec
HDD 1TB Toshiba P300 7200rpm,"3,299 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-1tb-toshiba-p300-7200rpm47346,Hard Drive,Setec
HDD 1TB Toshiba S300 7200rpm,"3,299 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=62253,Hard Drive,Setec
HDD 1TB WesternDigital,"3,299 Ден.","3,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-1tb-westerndigital38227,Hard Drive,Setec
HDD 1TB WesternDigital,"3,299 Ден.","3,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-1tb-westerndigital49882,Hard Drive,Setec
"Kingston 512GB KC600 SATA 3 2.5"" SSD","3,299 Ден.","3,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-512gb-kc600-sata-3-25-ssd48680,Hard Drive,Setec
Kingston 1TB NV3 NVMe PCIe SSD,"3,449 Ден.","4,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59481,Hard Drive,Setec
Kingston 512G KC3000 PCIe 4.0 NVMe M.2 SSD,"3,449 Ден.","4,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-512g-kc3000-pcie-40-nvme-m2-ssd52298,Hard Drive,Setec
Kingston 960GB A400 SSD SATA3,"3,449 Ден.","4,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-960gb-a400-ssd-sata346474,Hard Drive,Setec
ADATA 1024GB SSD,"3,495 Ден.","4,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-1024gb-ssd50403,Hard Drive,Setec
HDD 1TB WesternDigital,"3,499 Ден.","3,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-1tb-westerndigital57296,Hard Drive,Setec
Kingston 1TB NV2 NVMe PCIe SSD,"3,499 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-1000gb-nv2-nvme-pcie-ssd53927,Hard Drive,Setec
ADATA 1TB SSD,"3,595 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-1tb-ssd50498,Hard Drive,Setec
VERBATIM STORE N GO SLIM PORTABLE SSD USB 3.2 GEN 1 512GB,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59601,Hard Drive,Setec
ADATA 1TB SSD,"3,799 Ден.","4,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-1tb-ssd56586,Hard Drive,Setec
HDD 2TB Toshiba P300 5400rpm,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-2tb-toshiba-p300-5400rpm54928,Hard Drive,Setec
HDD 2TB WesternDigital,"3,899 Ден.","4,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-2tb-westerndigital56526,Hard Drive,Setec
240GB HyperX SAVAGE SSD SATA 3 2.5 (7mm height),"3,995 Ден.","5,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/240gb-hyperx-savage-ssd-sata-3-25-7mm-height43744,Hard Drive,Setec
ADATA 1TB SSD,"3,995 Ден.","5,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-1tb-ssd50440,Hard Drive,Setec
SAMSUNG 500GB SSD 980 Pro M.2 PCI-E NVMe,"4,099 Ден.","4,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-500gb-ssd-980-pro-m2-pci-e-nvme50308,Hard Drive,Setec
ADATA LEGEND 800 1TB PCIe Gen4 x4 M.2 2280 Solid State Drive,"4,199 Ден.","4,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-legend-800-1000gb-pcie-gen4-x4-m2-2280-solid-state-drive55843,Hard Drive,Setec
ADATA Swordfish 1TB 3D NAND,"4,295 Ден.","5,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-swordfish-1tb-3d-nand49646,Hard Drive,Setec
Kingston FURY Renegade 500 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to,"4,479 Ден.","5,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-fury-renegade-500-gb-pcie-40-nvme-m2-ssdfury-renegade-ssd-offers-blazing-speeds-of-up-to-52302,Hard Drive,Setec
SAMSUNG 1TB SSD 980 M.2 Gen3.0x4 NVMe,"4,499 Ден.","4,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-1tb-ssd-980-m2-gen30x4-nvme52710,Hard Drive,Setec
ADATA Falcon 1TB 3D NAND,"4,595 Ден.","5,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-falcon-1tb-3d-nand49649,Hard Drive,Setec
ADATA LEGEND 850 1TB PCIe Gen4 x4 NVMe 1.4 M.2 Internal Gaming SSD,"4,899 Ден.","5,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-legend-850-1tb-pcie-gen4-x4-nvme-14-m2-internal-gaming-ssd56588,Hard Drive,Setec
ADATA 1TB XPG GAMMIX S70 Blade,"4,999 Ден.","5,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/adata-1tb-xpg-gammix-s70-blade56723,Hard Drive,Setec
HDD 3TB Toshiba P300 7200rpm,"4,999 Ден.","5,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-3tb-toshiba-p300-7200rpm48344,Hard Drive,Setec
"VERBATIM Vi550 S3 2.5"" SSD 1TB",No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59603,Hard Drive,Setec
HDD 4TB Seagate Survailance SATA-3,"5,199 Ден.","5,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59235,Hard Drive,Setec
Kingston 1TB KC3000 PCIe 4.0 NVMe M.2 SSD,"5,299 Ден.","5,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-1024g-kc3000-pcie-40-nvme-m2-ssd52299,Hard Drive,Setec
SAMSUNG 1TB SSD 990 EVO M.2 PCI-E NVMe,"5,499 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59259,Hard Drive,Setec
SAMSUNG SSD 870 EVO SATA3 1TB,"5,499 Ден.","6,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-ssd-870-evo-sata3-1tb51579,Hard Drive,Setec
SAMSUNG 1TB SSD 990 EVO Plus M.2 PCI-E NVMe,"5,599 Ден.","5,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=61039,Hard Drive,Setec
"Kingston 1024GB KC600 SATA 3 2.5"" SSD","5,979 Ден.","6,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-1024gb-kc600-sata-3-25-ssd50231,Hard Drive,Setec
HDD 4TB WesternDigital,"5,999 Ден.","6,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-4tb-westerndigital56527,Hard Drive,Setec
Kingston FURY Renegade 1TB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to 7,"5,999 Ден.","6,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-fury-renegade-1000-gb-pcie-40-nvme-m2-ssdfury-renegade-ssd-offers-blazing-speeds-of-up-to52303,Hard Drive,Setec
SAMSUNG 1TB SSD 980 Pro M.2 PCI-E NVMe,"6,199 Ден.","6,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-1tb-ssd-980-pro-m2-pci-e-nvme50399,Hard Drive,Setec
Kingston HyperX Fury 480GB SSD SATA 3 2.5,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-hyperx-fury-480gb-ssd-sata-3-2545343,Hard Drive,Setec
SAMSUNG 1TB SSD 990 Pro M.2 PCI-E NVMe,"6,399 Ден.","6,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/samsung-1tb-ssd-990-pro-m2-pci-e-nvme55234,Hard Drive,Setec
VERBATIM STORE N GO SLIM PORTABLE SSD USB 3.2 GEN 1 TB,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59602,Hard Drive,Setec
Kingston 2TB NV2 NVMe PCIe SSD,"6,799 Ден.","7,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/kingston-2000gb-nv2-nvme-pcie-ssd54998,Hard Drive,Setec
480GB HyperX SAVAGE SSD SATA 3 2.5 (7mm height),"6,999 Ден.","7,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/480gb-hyperx-savage-ssd-sata-3-25-7mm-height44196,Hard Drive,Setec
Kingston 2TB NV3 NVMe PCIe SSD,"6,999 Ден.","9,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=59482,Hard Drive,Setec
HDD 4TB WesternDigital,"7,199 Ден.","7,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови/hdd-4tb-westerndigital56174,Hard Drive,Setec
SAMSUNG 1TB SSD 990 PRO Heatsink  M.2 PCIe Gen 4.0 x4 NVMe,"7,699 Ден.","7,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=58617,Hard Drive,Setec
SAMSUNG 2TB SSD 990 EVO Plus M.2 PCI-E NVMe,"8,199 Ден.","8,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/тврди-дискови-и-ssd-дискови?product_id=61040,Hard Drive,Setec
Power Box F129A Black,499 Ден.,799 Ден.,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-f129a-black22649,Case,Setec
Power Box SY-119,499 Ден.,799 Ден.,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-11922606,Case,Setec
CoolerMaster RGB LED Strip,995 Ден.,"1,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-rgb-led-strip22688,Case,Setec
CoolerMaster ARGB LED controller,999 Ден.,"1,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-argb-led-controller22734,Case,Setec
Logic K3 ATX Case,"1,099 Ден.","1,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=22671,Case,Setec
Power Box E182 ATX Chassis case,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-e182-atx-chassis-case22820,Case,Setec
Cooler Master Raspberry Pi Case 40 V2,"1,299 Ден.","1,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23084,Case,Setec
Logic K2 ATX Case,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/logic-k2-atx-case22710,Case,Setec
Power Box SY-E182,"1,299 Ден.","1,349 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-e18222787,Case,Setec
Power Box SY-181A,"1,399 Ден.","1,459 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-181a22604,Case,Setec
Power Box SY-B150,"1,449 Ден.","1,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-b15022690,Case,Setec
Power Box SY-C160,"1,449 Ден.","1,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-c16022714,Case,Setec
LOGIC L1 COMPUTER CASE,"1,499 Ден.","1,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23089,Case,Setec
LOGIC L2 COMPUTER CASE,"1,499 Ден.","1,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23090,Case,Setec
Power Box SY-C177A,"1,499 Ден.","1,549 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-sy-c177a22737,Case,Setec
Power Box E180-1 ATX Chassis case,"1,549 Ден.","1,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-e180-1-atx-chassis-case22867,Case,Setec
Cooler Master Mini Addressable RGB LED Controller,"1,599 Ден.","2,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/cooler-master-mini-addressable-rgb-led-controller23058,Case,Setec
Power Box E177 ATX Chassis case,"1,799 Ден.","1,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-e177-atx-chassis-case22758,Case,Setec
Power Box E180-1 ATX Chassis case,"1,799 Ден.","1,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-e180-1-atx-chassis-case22757,Case,Setec
Power Box E182 ATX Chassis case,"1,799 Ден.","2,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-e182-atx-chassis-case22756,Case,Setec
Куќиште Nucleus Power Case Standard Tower,"1,799 Ден.","2,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/куќиште-nucleus-power-case-standard-tower22950,Case,Setec
GameMax Computer Case Storm Black,"1,999 Ден.","2,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23858,Case,Setec
Modecom OBERON PRO LE Gaming Case,"2,099 Ден.","2,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/modecom-oberon-pro-le-gaming-case22797,Case,Setec
GameMax Computer Case NOVA-N6 Black,"2,299 Ден.","2,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23128,Case,Setec
GameMax Computer Case Storm White,"2,299 Ден.","2,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23859,Case,Setec
LC-Power LC-987B ON Silent Slinger Midi-ATX Case,"2,299 Ден.","2,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/lc-power-lc-987b-on-silent-slinger-midi-atx-case22860,Case,Setec
MODECOM OBERON PRO GLASS BLACK CASE,"2,399 Ден.","2,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/modecom-oberon-pro-glass-black-case22700,Case,Setec
CoolerMaster Case Elite 343 m-ATX,"2,499 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-case-elite-343-m-atx22245,Case,Setec
LOGIC ARAMIS ARGB BLACK Mini Tower Computer Case,"2,499 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23086,Case,Setec
CM-Chassic Elite 430 Black Edition,"2,599 Ден.","2,750 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/cm-chassic-elite-430-black-edition22230,Case,Setec
Power Box K2 GAMING E-ATX Chassis case with ARGB,"2,699 Ден.","2,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-k2-gaming-e-atx-chassis-case-with-argb22912,Case,Setec
CoolerMaster Case K350,"2,799 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-case-k35022640,Case,Setec
GameMax Computer Case Forge AB Black,"2,799 Ден.","3,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23857,Case,Setec
LC-Power LC-997B ON Hypnos X Midi-ATX Case ( BLACK ),"2,799 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/lc-power-lc-997b-on-hypnos-x-midi-atx-case-black-22858,Case,Setec
MODECOM ADVANCED GAMING D1 DRAKKAR COMPUTER CASE,"2,949 Ден.","2,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/modecom-advanced-gaming-d1-drakkar-computer-case22754,Case,Setec
GameMax Computer Case Storm 2 Black,"2,999 Ден.","3,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23860,Case,Setec
LOGIC PORTOS ARGB Black USB 3.0 MIDI Computer Case,"2,999 Ден.","3,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/logic-portos-argb-black-usb-30-midi-computer-case22988,Case,Setec
Power Box AX3 GAMING E-ATX Chassis case with ARGB,"2,999 Ден.","3,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/power-box-ax3-gaming-e-atx-chassis-case-with-argb22789,Case,Setec
GameMax Computer Case StarLight Black,"3,199 Ден.","3,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23853,Case,Setec
GameMax Computer Case Storm 2 White,"3,199 Ден.","3,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23861,Case,Setec
CoolerMaster MasterBox MB311L,"3,299 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-masterbox-mb311l22929,Case,Setec
GameMax Computer Case Starlight White,"3,299 Ден.","3,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23854,Case,Setec
GameMax Computer Case Starlight 2 Black Premium Mid Tower ATX PC Case,"3,349 Ден.","3,849 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23855,Case,Setec
CoolerMaster Case Storm Scout 2,"3,495 Ден.","6,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-case-storm-scout-222588,Case,Setec
CoolerMaster Case Elite 430 Black Edition,"3,499 Ден.","3,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта/coolermaster-case-elite-430-black-edition22665,Case,Setec
GameMax Computer Case Diamond CP Black,"3,499 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23196,Case,Setec
GameMax Computer Case Starlight 2 White Premium Mid Tower ATX PC Case,"3,499 Ден.","3,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/куќишта?product_id=23856,Case,Setec
