Title,Manufacturer,Price,Code,Warranty,Link,Category,Description,Image,Store
Pllakë Amë Asus TUF GAMING B760M-PLUS WIFI II, ,11990, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b760m-plus-wifi-ii,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/b1cbde67-5ba9-4f22-a571-1ae93d2e4ae1/b1cbde67-5ba9-4f22-a571-1ae93d2e4ae1.jpeg?w=190,Zhirafa50
Asus ROG STRIX Z690-E, ,27990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-z690-e,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/63297e8f-f68f-4f43-be3e-ee48f9c3f8eb/63297e8f-f68f-4f43-be3e-ee48f9c3f8eb.jpeg?w=190,Zhirafa50
Asus ROG STRIX B650E-E Gaming Wi-Fi, ,18990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-b650e-e-gaming-wi-fi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/7b9e5896-d8e2-4793-9df3-3c41b0e40030/7b9e5896-d8e2-4793-9df3-3c41b0e40030.jpeg?w=190,Zhirafa50
Pllakë Amë Asus PRIME H610M-A-CSM, ,8090, , ,https://gjirafa50.mk/pllake-ame-asus-prime-h610m-a-csm,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/15d0ae06-aeec-4ab1-aad0-a719d1e3d075/15d0ae06-aeec-4ab1-aad0-a719d1e3d075.jpeg?w=190,Zhirafa50
ASRock H610M-HDV/M.2+ D5,ASRock,5890, , ,https://gjirafa50.mk/pllake-ame-asrock-h610m-hdvm2-d5,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/4688c97b-e7bd-4907-852e-e06017803ddc/4688c97b-e7bd-4907-852e-e06017803ddc.jpeg?w=190,Zhirafa50
MSI B760M,MSI,9090, , ,https://gjirafa50.mk/pllake-ame-msi-b760m,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/d26250f9-9b79-41da-9b8f-e84f4f5ab7f6/d26250f9-9b79-41da-9b8f-e84f4f5ab7f6.jpeg?w=190,Zhirafa50
Pllakë Amë MSI MPG B650I EDGE WiFi,MSI,14990, , ,https://gjirafa50.mk/pllake-ame-msi-mpg-b650i-edge-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/4911c838-baa4-414e-8fa1-7551cca9bd2e/4911c838-baa4-414e-8fa1-7551cca9bd2e.jpeg?w=190,Zhirafa50
Asus PRIME B760M-A, ,7590, , ,https://gjirafa50.mk/pllake-ame-asus-prime-b760m-a,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/376438bd-8fec-4d6a-9cd4-4ced2a124cdb/376438bd-8fec-4d6a-9cd4-4ced2a124cdb.jpeg?w=190,Zhirafa50
ASRock H510M-H2/M.2 SE,ASRock,3990, , ,https://gjirafa50.mk/pllake-ame-asrock-h510m-h2m2-se-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/8d2f9391-88ac-41a5-a192-a0e6f595ff08/8d2f9391-88ac-41a5-a192-a0e6f595ff08.jpeg?w=190,Zhirafa50
"Gigabyte, Intel H610, 64GB DDR5, Micro ATX",Intel,5890, , ,https://gjirafa50.mk/pllake-ame-gigabyte-intel-h610-64gb-ddr5-micro-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/82561869-5582-435b-85f0-79d145567105/82561869-5582-435b-85f0-79d145567105.jpeg?w=190,Zhirafa50
"ASRock B760M-HDV/M.2 D4, 64GB",ASRock,5990, , ,https://gjirafa50.mk/pllake-ame-asrock-b760m-hdvm2-d4-64gb,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/03a4c307-dbaf-401e-b763-01d621185b3b/03a4c307-dbaf-401e-b763-01d621185b3b.jpeg?w=190,Zhirafa50
Asus PRIME H770-PLUS, ,11990, , ,https://gjirafa50.mk/pllake-ame-asus-prime-h770-plus,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/c5cd71c7-8153-48f5-bd72-683479e10203/c5cd71c7-8153-48f5-bd72-683479e10203.jpeg?w=190,Zhirafa50
Pllakë Amë ASRock Z690D4U-2L2T/G5 micro-ATX Socket 1700 DDR5-only Single,ASRock,57990, , ,https://gjirafa50.mk/pllake-ame-asrock-z690d4u-2l2tg5-micro-atx-socket-1700-ddr5-only-single,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/9aed5e30-b356-4da9-8052-12146ff2a6ef/9aed5e30-b356-4da9-8052-12146ff2a6ef.jpeg?w=190,Zhirafa50
Asus PRIME B550M-A WIFI II, ,6290, , ,https://gjirafa50.mk/pllake-ame-asus-prime-b550m-a-wifi-ii,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/254abe05-8ee5-43b3-90fc-cc33d997d9fd/254abe05-8ee5-43b3-90fc-cc33d997d9fd.jpeg?w=190,Zhirafa50
Asus PRIME Z790-P-CSM, ,14990, , ,https://gjirafa50.mk/pllake-ame-asus-prime-z790-p-csm,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/22f1d384-1f8a-42b3-a8c5-a5d88ce64e93/22f1d384-1f8a-42b3-a8c5-a5d88ce64e93.jpeg?w=190,Zhirafa50
"Gigabyte A520M-K, V2",Gigabyte,3290, , ,https://gjirafa50.mk/pllake-ame-gigabyte-a520m-k-v2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/2b073a0a-3a3d-4f55-8058-44b2ab632cbb/2b073a0a-3a3d-4f55-8058-44b2ab632cbb.jpeg?w=190,Zhirafa50
Pllakë Amë Asus ROG STRIX B660-A GAMING WIFI D4, ,16990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-b660-a-gaming-wifi-d4,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/d50c2f10-70e7-4df3-920b-e7bf2bae8520/d50c2f10-70e7-4df3-920b-e7bf2bae8520.jpeg?w=190,Zhirafa50
"ASRock B760 PRO RS/D4 WIFI, e zezë",ASRock,9090, , ,https://gjirafa50.mk/pllake-ame-asrock-b760-pro-rsd4-wifi-e-zeze,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/fdbbc24c-efbb-4fbe-9284-b0a7a17f3db7/fdbbc24c-efbb-4fbe-9284-b0a7a17f3db7.jpeg?w=190,Zhirafa50
Pllakë Amë MSI A520M-PRO AMD AM4 MATX Gaming,AMD,5690, , ,https://gjirafa50.mk/pllake-ame-msi-a520m-pro-amd-am4-matx-gaming,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/e86c827c-8340-4979-93e9-41d86da57045/e86c827c-8340-4979-93e9-41d86da57045.jpeg?w=190,Zhirafa50
Pllakë Amë Asus ROG STRIX B760-G GAMING WIFI, ,14990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-b760-g-gaming-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/607ebce1-d9de-4cb3-8c9a-99bca0cb1a79/607ebce1-d9de-4cb3-8c9a-99bca0cb1a79.jpeg?w=190,Zhirafa50
MSI PRO B760-P II,MSI,10990, , ,https://gjirafa50.mk/pllake-ame-msi-pro-b760-p-ii,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/99d7c771-7e6a-4e7d-ba29-4c50b4822f08/99d7c771-7e6a-4e7d-ba29-4c50b4822f08.jpeg?w=190,Zhirafa50
Pllakë Amë ASRock B550 PG RIPTIDE,ASRock,10990, , ,https://gjirafa50.mk/pllake-ame-asrock-b550-pg-riptide,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/a76cca8f-dbde-4428-97b4-a992f39fda29/a76cca8f-dbde-4428-97b4-a992f39fda29.jpeg?w=190,Zhirafa50
Asus PRIME H610M-A D4-CSM, ,7990, , ,https://gjirafa50.mk/pllake-ame-asus-prime-h610m-a-d4-csm,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/9e26ea0e-6aa4-46d4-a79a-48bcb3687038/9e26ea0e-6aa4-46d4-a79a-48bcb3687038.jpeg?w=190,Zhirafa50
Asus PRIME B760M-A-CSM, ,7590, , ,https://gjirafa50.mk/pllake-ame-asus-prime-b760m-a-csm-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/adac0224-ecd2-467d-a551-414ecac7e844/adac0224-ecd2-467d-a551-414ecac7e844.jpeg?w=190,Zhirafa50
Pllakë Amë Asus TUF GAMING B760M-PLUS, ,10990, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b760m-plus,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/052358c6-bd82-4e55-8df3-2e320bb0a316/052358c6-bd82-4e55-8df3-2e320bb0a316.jpeg?w=190,Zhirafa50
Asus Prime A520M-E/CSM, ,3890, , ,https://gjirafa50.mk/pllake-ame-asus-prime-a520m-ecsm,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/89bf5749-61b2-42f1-9337-dfe6ebe95402/89bf5749-61b2-42f1-9337-dfe6ebe95402.jpeg?w=190,Zhirafa50
"Asus PRO A520M-C II/CSM, 64GB", ,7890, , ,https://gjirafa50.mk/pllake-ame-asus-pro-a520m-c-iicsm-64gb,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/0775baae-220a-42a1-9be4-177506e032a5/0775baae-220a-42a1-9be4-177506e032a5.jpeg?w=190,Zhirafa50
"Батерија Bateri Dell, 64WHR, 4 Cell", ,6890, , ,https://gjirafa50.mk/bateri-dell-64whr-4-cell,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/74776a02-c335-4c48-aeae-316e7677ec17/74776a02-c335-4c48-aeae-316e7677ec17.jpeg?w=190,Zhirafa50
Gigabyte B650 AORUS ELITE AX V2,Gigabyte,12990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-b650-aorus-elite-ax-v2-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/136c5883-bc06-4fef-a618-6254038c6a4f/136c5883-bc06-4fef-a618-6254038c6a4f.jpeg?w=190,Zhirafa50
Asus TUF GAMING B760M-PLUS II, ,10990, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b760m-plus-ii-intel-b760-lga-1700-micro-atx-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/1e6b334c-3e13-41c8-a4a8-e95aea4f8649/1e6b334c-3e13-41c8-a4a8-e95aea4f8649.jpeg?w=190,Zhirafa50
ASUS PRO WS TRX50-SAGE WIFI,ASUS,51990, , ,https://gjirafa50.mk/pllake-ame-asus-pro-ws-trx50-sage-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/3899c01a-ab2c-4501-863d-4363e9ffcc8e/3899c01a-ab2c-4501-863d-4363e9ffcc8e.jpeg?w=190,Zhirafa50
GIGABYTE B650 EAGLE, ,8690, , ,https://gjirafa50.mk/pllake-ame-gigabyte-b650-eagle-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/55feaa2e-c421-466c-935a-dd5dae0d4891/55feaa2e-c421-466c-935a-dd5dae0d4891.jpeg?w=190,Zhirafa50
Gigabyte B650 EAGLE AX,Gigabyte,12390, , ,https://gjirafa50.mk/pllake-ame-gigabyte-b650-eagle-ax-2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/0df53117-4a63-4af5-a79c-e95a0264d0c9/0df53117-4a63-4af5-a79c-e95a0264d0c9.jpeg?w=190,Zhirafa50
матична плоча Gigabyte B850 GAMING WIFI6,Gigabyte,11990, , ,https://gjirafa50.mk/matichna-plocha-gigabyte-b850-gaming-wifi6,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/23a24142-a981-4c66-85cd-38c63d878b36/23a24142-a981-4c66-85cd-38c63d878b36.jpeg?w=190,Zhirafa50
"MSI MPG B550 GAMING PLUS матична плоча, 128 GB, DDR4, црна",MSI,8390, , ,https://gjirafa50.mk/msi-mpg-b550-gaming-plus-matichna-plocha-128-gb-ddr4-crna,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/92014781-3cb0-492c-8be4-36fdd99d9c87/92014781-3cb0-492c-8be4-36fdd99d9c87.jpeg?w=190,Zhirafa50
ASUS ROG STRIX X670E-F GAMING WIFI - AMD X670,ASUS,25990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-x670e-f-gaming-wifi-amd-x670-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/59874f8b-4ccf-4572-a93e-85358c2ca592/59874f8b-4ccf-4572-a93e-85358c2ca592.jpeg?w=190,Zhirafa50
ASUS ROG STRIX Z790-A GAMING WIFI D4 (DDR4) - Intel Z790,ASUS,20990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-z790-a-gaming-wifi-d4-ddr4-intel-z790-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/1c23ae96-2ebd-4f39-b40f-482cd06c302c/1c23ae96-2ebd-4f39-b40f-482cd06c302c.jpeg?w=190,Zhirafa50
MSI MAG Z790 TOMAHAWK WIFI - Intel Z790,MSI,13990, , ,https://gjirafa50.mk/pllake-ame-msi-mag-z790-tomahawk-wifi-intel-z790-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/a7233604-a080-40ac-9d0a-5897a5cd14d2/a7233604-a080-40ac-9d0a-5897a5cd14d2.jpeg?w=190,Zhirafa50
ASUS TUF GAMING B450M-PLUS II - AMD B450,ASUS,6790, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b450m-plus-ii-amd-b450-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/55914aac-8115-4067-b441-75049bb6d154/55914aac-8115-4067-b441-75049bb6d154.jpeg?w=190,Zhirafa50
MSI B550-A PRO,MSI,7990, , ,https://gjirafa50.mk/pllake-ame-msi-b550-a-pro-amd-b550-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/50484a26-3173-44e6-8eb9-6c6aef59b8d8/50484a26-3173-44e6-8eb9-6c6aef59b8d8.jpeg?w=190,Zhirafa50
MSI PRO Z790-P - Intel Z790,MSI,12990, , ,https://gjirafa50.mk/pllake-ame-msi-pro-z790-p-intel-z790-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/6b9d48dc-5423-4c6d-b051-0c855fa4c096/6b9d48dc-5423-4c6d-b051-0c855fa4c096.jpeg?w=190,Zhirafa50
MSI B550M PRO-VDH WIFI - AMD B550,MSI,6490, , ,https://gjirafa50.mk/pllake-ame-msi-b550m-pro-vdh-wifi-amd-b550-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/29c8968a-a6ad-4488-81fc-ebbc0b66c64e/29c8968a-a6ad-4488-81fc-ebbc0b66c64e.jpeg?w=190,Zhirafa50
GIGABYTE B650M GAMING X AX - AMD B650,AMD,10990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-b650m-gaming-x-ax-amd-b650-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/8575ee2a-3f87-4ccf-8fa2-694a6430d67e/8575ee2a-3f87-4ccf-8fa2-694a6430d67e.jpeg?w=190,Zhirafa50
GIGABYTE Z790 Aorus Elite AX - Intel Z790,Intel,14990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-z790-aorus-elite-ax-intel-z790-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/01fbdb60-1330-43d6-a0e5-f1af0909adfa/01fbdb60-1330-43d6-a0e5-f1af0909adfa.jpeg?w=190,Zhirafa50
ASUS PRIME H610M-K D4 (DDR4) - Intel H610,ASUS,5490, , ,https://gjirafa50.mk/pllake-ame-asus-prime-h610m-k-d4-ddr4-intel-h610-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/c213b874-5f54-4487-8f93-0ae2201c584d/c213b874-5f54-4487-8f93-0ae2201c584d.jpeg?w=190,Zhirafa50
Gigabyte H410M H V2 Intel H410 LGA 1200 micro ATX,Gigabyte,5690, , ,https://gjirafa50.mk/pllake-ame-gigabyte-h410m-h-v2-intel-h410-lga-1200-micro-atx-4,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/67ca40b1-6ad4-430b-8dba-fbadfa9bea30/67ca40b1-6ad4-430b-8dba-fbadfa9bea30.jpeg?w=190,Zhirafa50
GIGABYTE H610I DDR4 - Intel H610,Intel,7690, , ,https://gjirafa50.mk/pllake-ame-gigabyte-h610i-ddr4-intel-h610-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/fae0023c-eed5-4d75-9607-781ae8de290f/fae0023c-eed5-4d75-9607-781ae8de290f.jpeg?w=190,Zhirafa50
Asrock B550M-HDV, ,5690, , ,https://gjirafa50.mk/pllake-ame-asrock-b550m-hdv-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/62f018ea-dbd2-46a5-8728-e9d3fcaa089e/62f018ea-dbd2-46a5-8728-e9d3fcaa089e.jpeg?w=190,Zhirafa50
ASRock B760 PRO RS - Intel B760,ASRock,9290, , ,https://gjirafa50.mk/pllake-ame-asrock-b760-pro-rs-intel-b760-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/25ffc69b-0869-498c-b507-c1a14ac85e35/25ffc69b-0869-498c-b507-c1a14ac85e35.jpeg?w=190,Zhirafa50
ASUS ROG STRIX B650E-F GAMING WIFI - AMD B650,ASUS,17990, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-b650e-f-gaming-wifi-amd-b650-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/dbc4f23d-3707-45ac-b575-0ea56368012d/dbc4f23d-3707-45ac-b575-0ea56368012d.jpeg?w=190,Zhirafa50
GIGABYTE Z790 Aorus Master - Intel Z790,Intel,30990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-z790-aorus-master-intel-z790-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/825bc3d3-10ab-4581-a2c6-30bb2857764a/825bc3d3-10ab-4581-a2c6-30bb2857764a.jpeg?w=190,Zhirafa50
ASRock B550M PRO4,ASRock,7490, , ,https://gjirafa50.mk/pllake-ame-asrock-b550m-pro4,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/4463616b-a85f-4b2a-b1c7-738ce8dacf6d/4463616b-a85f-4b2a-b1c7-738ce8dacf6d.jpeg?w=190,Zhirafa50
ASUS ROG Crosshair X870E Hero,ASUS,44690, , ,https://gjirafa50.mk/pllake-ame-asus-rog-crosshair-x870e-hero,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/f04280c7-eefb-4a59-834a-b51389650612/f04280c7-eefb-4a59-834a-b51389650612.jpeg?w=190,Zhirafa50
"Asus PRIME B450M-K II, AMD B450",AMD,5590, , ,https://gjirafa50.mk/pllake-ame-asus-prime-b450m-k-ii-amd-b450-3,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/8ebc3256-fa56-4111-bec7-b2ae3d761ff9/8ebc3256-fa56-4111-bec7-b2ae3d761ff9.jpeg?w=190,Zhirafa50
MSI A520M-A PRO,MSI,3890, , ,https://gjirafa50.mk/pllake-ame-msi-a520m-a-pro,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/b1462935-a903-449d-914d-5114506fea88/b1462935-a903-449d-914d-5114506fea88.jpeg?w=190,Zhirafa50
Gigabyte X870E AORUS PRO ICE,Gigabyte,24990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-x870e-aorus-pro-ice,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/d6a8ee5a-ae4b-4d94-acf8-76c5285377a9/d6a8ee5a-ae4b-4d94-acf8-76c5285377a9.jpeg?w=190,Zhirafa50
ASUS TUF GAMING Z790-BTF WIFI,ASUS,21990, , ,https://gjirafa50.mk/matichna-plocha-asus-tuf-gaming-z790-btf-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/64e3e799-0c13-4995-b29d-60c908841e36/64e3e799-0c13-4995-b29d-60c908841e36.jpeg?w=190,Zhirafa50
ASRock X870E Nova WiFi матична плоча,ASRock,27390, , ,https://gjirafa50.mk/pllake-ame-asrock-x870e-nova-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/77d9ef99-304e-43c0-a47a-263f00e409b4/77d9ef99-304e-43c0-a47a-263f00e409b4.jpeg?w=190,Zhirafa50
ASRock B650 PRO RS,ASRock,10990, , ,https://gjirafa50.mk/matichna-plocha-asrock-b650-pro-rs,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/95448845-fd46-45f0-9ff2-13f7a016796a/95448845-fd46-45f0-9ff2-13f7a016796a.jpeg?w=190,Zhirafa50
MSI B650M GAMING PLUS WIFI матична плоча,MSI,10990, , ,https://gjirafa50.mk/pllake-ame-msi-b650m-gaming-plus-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/1d250130-33a7-476a-b820-7016f1ec5604/1d250130-33a7-476a-b820-7016f1ec5604.jpeg?w=190,Zhirafa50
ASRock A620M-HDV/M.2,ASRock,5590, , ,https://gjirafa50.mk/pllake-ame-asrock-a620m-hdvm2,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/a709f373-f9b2-4138-b4e1-1e93c6f78f7c/a709f373-f9b2-4138-b4e1-1e93c6f78f7c.jpeg?w=190,Zhirafa50
"Gigabyte B550I Mini ITX, AMD B550",Gigabyte,12990, , ,https://gjirafa50.mk/pllake-ame-gigabyte-b550i-mini-itx-amd-b550,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/97ef9315-0ea4-4aeb-ba7d-575404d7470d/97ef9315-0ea4-4aeb-ba7d-575404d7470d.jpeg?w=190,Zhirafa50
Maтична плоча ASUS PRO WS WRX80E-SAGE SE WIFI II - AMD WRX80,AMD,69990, , ,https://gjirafa50.mk/pllake-ame-asus-pro-ws-wrx80e-sage-se-wifi-ii-amd-wrx80,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/12e99463-8f19-4520-bf18-e79365279f2c/12e99463-8f19-4520-bf18-e79365279f2c.jpeg?w=190,Zhirafa50
ASUS ROG STRIX B650-A GAMING WIFI - AMD B650,ASUS,13990, , ,https://gjirafa50.mk/matichna-plocha-asus-rog-strix-b650-a-gaming-wifi-amd-b650,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/3bb54b9b-7a51-4f33-a7d6-b63ec94a9e22/3bb54b9b-7a51-4f33-a7d6-b63ec94a9e22.jpeg?w=190,Zhirafa50
ASUS TUF Gaming B760M-PLUS II Intel B760 LGA 1700 micro ATX,ASUS,13290, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b760m-plus-ii-intel-b760-lga-1700-micro-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/88b020c7-4150-4c37-abbe-675a7ce62df6/88b020c7-4150-4c37-abbe-675a7ce62df6.jpeg?w=190,Zhirafa50
ASUS PRO Q670M-C-CSM Intel Q670 LGA 1700 micro ATX,ASUS,16290, , ,https://gjirafa50.mk/pllake-ame-asus-pro-q670m-c-csm-intel-q670-lga-1700-micro-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/f9b6178d-cd6d-4f02-8113-d6683244e957/f9b6178d-cd6d-4f02-8113-d6683244e957.jpeg?w=190,Zhirafa50
ASUS TUF Gaming Z790-PLUS WiFi Intel Z790 LGA 1700 ATX,ASUS,19890, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-z790-plus-wifi-intel-z790-lga-1700-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/25a3a06a-2563-4b6d-a2dc-8fbc69c3f044/25a3a06a-2563-4b6d-a2dc-8fbc69c3f044.jpeg?w=190,Zhirafa50
ASUS ROG STRIX B760-F Gaming WiFi Intel B760 LGA 1700 ATX,ASUS,18790, , ,https://gjirafa50.mk/pllake-ame-asus-rog-strix-b760-f-gaming-wifi-intel-b760-lga-1700-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/a8f206ac-2fff-4004-85a6-0930df220d4c/a8f206ac-2fff-4004-85a6-0930df220d4c.jpeg?w=190,Zhirafa50
ASUS TUF Gaming H770-PRO WiFi Intel H770 LGA 1700 ATX,ASUS,16690, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-h770-pro-wifi-intel-h770-lga-1700-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/705c2131-5c7c-4b1b-92e8-0e59198dd9fd/705c2131-5c7c-4b1b-92e8-0e59198dd9fd.jpeg?w=190,Zhirafa50
ASUS PRIME H610M-A D4-CSM Intel H610 LGA 1700 micro ATX,ASUS,8990, , ,https://gjirafa50.mk/pllake-ame-asus-prime-h610m-a-d4-csm-intel-h610-lga-1700-micro-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/c656d19e-43b1-4d3e-a302-09f2814a3bb0/c656d19e-43b1-4d3e-a302-09f2814a3bb0.jpeg?w=190,Zhirafa50
ASUS PRIME B660M-A WiFi D4 Intel B660 LGA 1700 micro ATX,ASUS,9090, , ,https://gjirafa50.mk/pllake-ame-asus-prime-b660m-a-wifi-d4-intel-b660-lga-1700-micro-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/283fc7d6-bfe4-4bc9-a944-217ea93aee8c/283fc7d6-bfe4-4bc9-a944-217ea93aee8c.jpeg?w=190,Zhirafa50
ASUS TUF Gaming B650-E WiFi AMD B650 Socket AM5 ATX,ASUS,12990, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b650-e-wifi-amd-b650-socket-am5-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/8cb5bfd4-ef89-410f-8fa3-45bd29c08bc1/8cb5bfd4-ef89-410f-8fa3-45bd29c08bc1.jpeg?w=190,Zhirafa50
ASRock H510M-H2/M.2 SE,ASRock,5390, , ,https://gjirafa50.mk/pllake-ame-asrock-h510m-h2m2-se,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/faf222ff-a14c-4b6d-9e01-516e1b49cc6e/faf222ff-a14c-4b6d-9e01-516e1b49cc6e.jpeg?w=190,Zhirafa50
Asrock H510M-HDV/M.2 SE, ,5390, , ,https://gjirafa50.mk/pllake-ame-asrock-h510m-hdvm2-se,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/14d3397b-e84d-4335-8a8b-bca97ff8fd38/14d3397b-e84d-4335-8a8b-bca97ff8fd38.jpeg?w=190,Zhirafa50
ASRock B760I Lightning WiFi,ASRock,13890, , ,https://gjirafa50.mk/pllake-ame-asrock-b760i-lightning-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/9a315a1c-4888-446b-85ea-00830f368095/9a315a1c-4888-446b-85ea-00830f368095.jpeg?w=190,Zhirafa50
ASRock Z790I Lightning WiFi,ASRock,19190, , ,https://gjirafa50.mk/pllake-ame-asrock-z790i-lightning-wifi,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/8e2ce078-acec-44af-a92e-fa2ee57f14b2/8e2ce078-acec-44af-a92e-fa2ee57f14b2.jpeg?w=190,Zhirafa50
Asrock Z790 Nova WiFi Intel Z790 LGA 1700 ATX,Intel,22990, , ,https://gjirafa50.mk/pllake-ame-asrock-z790-nova-wifi-intel-z790-lga-1700-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/c909da6e-d62f-4a6a-992f-abdaa2fd0d4a/c909da6e-d62f-4a6a-992f-abdaa2fd0d4a.jpeg?w=190,Zhirafa50
ASUS TUF Gaming B550-PLUS WiFi II AMD B550 Socket AM4 ATX,ASUS,10390, , ,https://gjirafa50.mk/pllake-ame-asus-tuf-gaming-b550-plus-wifi-ii-amd-b550-socket-am4-atx,Motherboard, ,https://iqq6kf0xmf.gjirafa.net/images/0c097ecd-aee2-4a8a-a133-d0df0397f823/0c097ecd-aee2-4a8a-a133-d0df0397f823.jpeg?w=190,Zhirafa50
